symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
IVZINNIFTY,Nifty 50,0,0,0,2724.59,17.73,0.66,0,0,2711.5637,2848,2110,24-DEC-12,DIVIDEND-RS.5/- PER UNIT,26.572052401746735,-1.6354440068017044,2706.86,4.333216292134827,-29.127488151658774,https://nsearchives.nseindia.com/today/IVZINNIFTYEQN.svg,25.75,14-Aug-2023,https://nsearchives.nseindia.com/365d/IVZINNIFTY-EQ.svg,15-Jul-2024,-2.28,https://nsearchives.nseindia.com/30d/IVZINNIFTY-EQ.svg,"{'symbol': 'IVZINNIFTY', 'companyName': 'Invesco India Nifty Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF205K01DA9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,101.85,101.85,101.4,101.85,0.64,0.63,122,12422.04,101.4366,120,99.66,-,-,Infinity,1.7177669030260652,101.21,15.125000000000004,-2.197471402769414,https://nsearchives.nseindia.com/today/ABGSECEQN.svg,-,-,-,-,-,-,"{'symbol': 'ABGSEC', 'companyName': 'AdityaBirlaSunLifeMF-Aditya Birla Sun Life CRISIL Broad Based Gilt ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KC1134', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SILVER1,Kotak Silver ETF,80.49,80.65,79.95,80.65,0.5,0.62,28267,2272949.47,79.7159,94.05,67.39,-,-,Infinity,-10.755781785990925,80.15,14.247740563530028,-19.676509867932936,https://nsearchives.nseindia.com/today/SILVER1EQN.svg,-,-,-,15-Jul-2024,-10.82,https://nsearchives.nseindia.com/30d/SILVER1-EQ.svg,"{'symbol': 'SILVER1', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1KU9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NV20IETF,Nifty50 Value 20,15.5,15.5,14.75,15.29,0.09,0.59,326266,4972293.84,15.1905,16.3,12.32,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-0.26092628832355463,15.2,6.1963190184049175,-24.107142857142847,https://nsearchives.nseindia.com/today/NV20IETFEQN.svg,-,-,-,15-Jul-2024,-0.39,https://nsearchives.nseindia.com/30d/NV20IETF-EQ.svg,"{'symbol': 'NV20IETF', 'companyName': 'ICICI Prudential Nifty50 Value 20 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC11V0', 'slb_isin': 'INF109KC11V0', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,22.22,22.83,22.03,22.32,0.13,0.59,22039,487282.29,22.1975,23.8,15.76,-,-,38.71970167806091,0.49527239981989835,22.19,6.218487394957985,-41.6243654822335,https://nsearchives.nseindia.com/today/NIFTYQLITYEQN.svg,37.78,14-Aug-2023,https://nsearchives.nseindia.com/365d/NIFTYQLITY-EQ.svg,15-Jul-2024,0,https://nsearchives.nseindia.com/30d/NIFTYQLITY-EQ.svg,"{'symbol': 'NIFTYQLITY', 'companyName': 'Aditya Birla Sun Life Mutual Fund - ABSL Nifty 200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB15K4', 'slb_isin': 'INF209KB15K4', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
TATAGOLD,Tata Gold Exchange Traded Fund,6.95,7.01,6.9,6.99,0.04,0.58,2737510,19080444.7,6.9464,8.5,6,-,-,Infinity,-3.851444291609345,6.95,17.76470588235294,-16.500000000000004,https://nsearchives.nseindia.com/today/TATAGOLDEQN.svg,-,-,-,15-Jul-2024,-3.99,https://nsearchives.nseindia.com/30d/TATAGOLD-EQ.svg,"{'symbol': 'TATAGOLD', 'companyName': 'Tata Mutual Fund Tata Gold Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1976', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SILVERBEES,Domestic price of Silver- based on LBMA Silver daily spot fixing price,79.48,79.8,79,79.77,0.46,0.58,7600440,602866900.8,78.9344,100,66.1,-,-,14.480482204362783,-10.771812080536922,79.31,20.230000000000004,-20.68078668683813,https://nsearchives.nseindia.com/today/SILVERBEESEQN.svg,14.86,14-Aug-2023,https://nsearchives.nseindia.com/365d/SILVERBEES-EQ.svg,15-Jul-2024,-10.94,https://nsearchives.nseindia.com/30d/SILVERBEES-EQ.svg,"{'symbol': 'SILVERBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KC1402', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SILVRETF,Mirae Asset Silver ETF,81.75,81.75,80,81.25,0.47,0.58,8888,717706,80.1093,94.65,68.01,-,-,Infinity,-10.714285714285714,80.78,14.157422081352355,-19.467725334509623,https://nsearchives.nseindia.com/today/SILVRETFEQN.svg,-,-,-,15-Jul-2024,-11.16,https://nsearchives.nseindia.com/30d/SILVRETF-EQ.svg,"{'symbol': 'SILVRETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KG6', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
CONSUMBEES,Nifty India Consumption TRI,128.76,129,127.47,129,0.7,0.55,37052,4751548.48,128.1663,130.5,89.43,-,-,42.49420081740859,2.4704106759869724,128.3,1.1494252873563218,-44.246897014424675,https://nsearchives.nseindia.com/today/CONSUMBEESEQN.svg,42.48,14-Aug-2023,https://nsearchives.nseindia.com/365d/CONSUMBEES-EQ.svg,15-Jul-2024,2.05,https://nsearchives.nseindia.com/30d/CONSUMBEES-EQ.svg,"{'symbol': 'CONSUMBEES', 'companyName': 'Nippon India ETF Nifty India Consumption', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KA1LD7', 'slb_isin': 'INF204KA1LD7', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
CONSUMIETF,Nifty India Consumption Index,118.86,119.61,118.73,119.49,0.63,0.53,8526,1017322.32,118.9956,121.41,82.53,-,-,Infinity,2.320602842952555,118.86,1.5814183345688178,-44.78371501272264,https://nsearchives.nseindia.com/today/CONSUMIETFEQN.svg,-,-,-,15-Jul-2024,2.11,https://nsearchives.nseindia.com/30d/CONSUMIETF-EQ.svg,"{'symbol': 'CONSUMIETF', 'companyName': 'ICICI Prudential Nifty India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1V42', 'slb_isin': 'INF109KC1V42', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,124.48,124.6,123.54,124.39,0.64,0.52,5170,641493.6,123.507,147,96.03,-,-,27.631848963677417,3.5116917699925096,123.75,15.380952380952381,-29.53243777986046,https://nsearchives.nseindia.com/today/HDFCGROWTHEQN.svg,27.5,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCGROWTH-EQ.svg,15-Jul-2024,3.39,https://nsearchives.nseindia.com/30d/HDFCGROWTH-EQ.svg,"{'symbol': 'HDFCGROWTH', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Growth Sectors 15 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DJ0', 'slb_isin': 'INF179KC1DJ0', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
ESILVER,Edelweiss Silver ETF,83.08,83.5,82.2,83.5,0.42,0.51,50804,4241117.92,82.4059,97.97,70.71,-,-,Infinity,-10.67608044501498,83.08,14.76982749821374,-18.087964927167313,https://nsearchives.nseindia.com/today/ESILVEREQN.svg,-,-,-,15-Jul-2024,-10.69,https://nsearchives.nseindia.com/30d/ESILVER-EQ.svg,"{'symbol': 'ESILVER', 'companyName': 'Edelweiss Mutual Fund - Edelweiss Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01SF3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
TATSILV,Tata Silver Exchange Traded Fund,8.04,8.08,8,8.07,0.04,0.50,867372,6973670.88,8.0257,10.32,6.74,-,-,Infinity,-11.025358324145534,8.03,21.802325581395348,-19.73293768545994,https://nsearchives.nseindia.com/today/TATSILVEQN.svg,-,-,-,15-Jul-2024,-11.03,https://nsearchives.nseindia.com/30d/TATSILV-EQ.svg,"{'symbol': 'TATSILV', 'companyName': 'Tata Mutual Fund Tata Silver Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1984', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MID150CASE,Zerodha Nifty Midcap 150 ETF,10.75,10.75,10.26,10.4,0.05,0.48,161720,1672184.8,10.374,11.98,9.11,-,-,Infinity,-1.6083254493850514,10.35,13.188647746243738,-14.16026344676181,https://nsearchives.nseindia.com/today/MID150CASEEQN.svg,-,-,-,15-Jul-2024,-2.27,https://nsearchives.nseindia.com/30d/MID150CASE-EQ.svg,"{'symbol': 'MID150CASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01059', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
GOLDIETF,Gold,61.23,61.59,61.11,61.52,0.29,0.47,1805247,110553326.28,61.0787,66.65,52.75,-,-,Infinity,-3.5887791882150117,61.23,7.696924231057767,-16.62559241706162,https://nsearchives.nseindia.com/today/GOLDIETFEQN.svg,-,-,-,15-Jul-2024,-3.59,https://nsearchives.nseindia.com/30d/GOLDIETF-EQ.svg,"{'symbol': 'GOLDIETF', 'companyName': 'ICICI Prudential Gold ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1NT3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
GOLDETF,Mirae Asset Gold ETF,69.5,69.95,69.02,69.85,0.33,0.47,84791,5902301.51,69.5575,82,56.1,-,-,Infinity,-3.801129321030168,69.52,14.817073170731712,-24.509803921568615,https://nsearchives.nseindia.com/today/GOLDETFEQN.svg,-,-,-,15-Jul-2024,-3.86,https://nsearchives.nseindia.com/30d/GOLDETF-EQ.svg,"{'symbol': 'GOLDETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Gold ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01JP9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,30.5,30.5,29.93,30.25,0.14,0.46,8988186,270364634.88,30.0598,32.45,19.52,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,1.2044161927065888,30.11,6.779661016949161,-54.96926229508197,https://nsearchives.nseindia.com/today/ALPL30IETFEQN.svg,-,-,-,15-Jul-2024,0.57,https://nsearchives.nseindia.com/30d/ALPL30IETF-EQ.svg,"{'symbol': 'ALPL30IETF', 'companyName': 'ICICI Prudential Nifty Alpha Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC17V7', 'slb_isin': 'INF109KC17V7', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AXISILVER,Axis Silver ETF,82.39,82.88,82,82.75,0.37,0.45,10259,846572.68,81.7297,97.38,69,-,-,15.01042390548992,-10.868160275743218,82.38,15.023618812897922,-19.92753623188406,https://nsearchives.nseindia.com/today/AXISILVEREQN.svg,15.34,14-Aug-2023,https://nsearchives.nseindia.com/365d/AXISILVER-EQ.svg,15-Jul-2024,-10.91,https://nsearchives.nseindia.com/30d/AXISILVER-EQ.svg,"{'symbol': 'AXISILVER', 'companyName': 'Axis Mutual Fund - Axis Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K011K1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SDL24BEES,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,123.19,123.83,123,123.76,0.56,0.45,1546,190884.62,123.4006,126,115.06,-,-,7.309459810977202,0.7079501993652897,123.2,1.7777777777777737,-7.561272379628022,https://nsearchives.nseindia.com/today/SDL24BEESEQN.svg,6.88,14-Aug-2023,https://nsearchives.nseindia.com/365d/SDL24BEES-EQ.svg,15-Jul-2024,0.21,https://nsearchives.nseindia.com/30d/SDL24BEES-EQ.svg,"{'symbol': 'SDL24BEES', 'companyName': 'Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50-50', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB18W4', 'slb_isin': 'INF204KB18W4', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SILVERADD,DSP Silver ETF,79.97,80.1,79.31,80,0.36,0.45,30932,2472704.08,79.1904,94.4,66.2,-,-,Infinity,-10.982530321575613,79.64,15.254237288135597,-20.845921450151053,https://nsearchives.nseindia.com/today/SILVERADDEQN.svg,-,-,-,15-Jul-2024,-11.03,https://nsearchives.nseindia.com/30d/SILVERADD-EQ.svg,"{'symbol': 'SILVERADD', 'companyName': 'DSP  Mutual Fund - DSP Silver ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RE3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
GROWEV,Nifty EV and New Age Automotive Index,33.26,33.47,32.07,32.48,0.14,0.43,999035,32288811.2,32.1645,36,32.07,-,-,Infinity,Infinity,32.34,9.777777777777787,-1.2784533832241864,https://nsearchives.nseindia.com/today/GROWEVEQN.svg,-,-,-,-,-,-,"{'symbol': 'GROWEV', 'companyName': 'Groww Mutual Fund - Groww Nifty EV & New Age Automotive ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01IH2', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SENSEXIETF,SENSEX,894.2,897.06,886.73,894,3.87,0.43,3993,3560558.1,888.75,975,720,-,-,Infinity,-1.494116091498077,890.13,8.307692307692308,-24.166666666666668,https://nsearchives.nseindia.com/today/SENSEXIETFEQN.svg,-,-,-,15-Jul-2024,-1.72,https://nsearchives.nseindia.com/30d/SENSEXIETF-EQ.svg,"{'symbol': 'SENSEXIETF', 'companyName': 'ICICI Prudential BSE Sensex ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF346A01034', 'slb_isin': 'INF346A01034', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SETFGOLD,Gold,61.24,61.55,59.4,61.5,0.26,0.42,840226,51514256.06,61.0553,65.95,49.11,06-JAN-22,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- PER SHARE TO RS 1/- PER SHARE,19.371118012422354,-3.770927867313404,61.24,6.747536012130406,-25.229077580940746,https://nsearchives.nseindia.com/today/SETFGOLDEQN.svg,19.22,14-Aug-2023,https://nsearchives.nseindia.com/365d/SETFGOLD-EQ.svg,15-Jul-2024,-3.82,https://nsearchives.nseindia.com/30d/SETFGOLD-EQ.svg,"{'symbol': 'SETFGOLD', 'companyName': 'SBI-ETF Gold', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA16D8', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
QGOLDHALF,Gold,58.71,59.42,58.71,59.4,0.25,0.42,56555,3358235.9,59.0805,63.69,47.89,16-DEC-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100 PER SHARE TO RS 2 PER SHARE,19.08580593424217,-3.7121089317555507,59.15,6.735751295336786,-24.03424514512424,https://nsearchives.nseindia.com/today/QGOLDHALFEQN.svg,19.16,14-Aug-2023,https://nsearchives.nseindia.com/365d/QGOLDHALF-EQ.svg,15-Jul-2024,-3.73,https://nsearchives.nseindia.com/30d/QGOLDHALF-EQ.svg,"{'symbol': 'QGOLDHALF', 'companyName': 'Quantum Gold Fund -Exchange Traded Fund (ETF)', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF082J01408', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
GOLDBEES,Gold,59.49,59.7,59.26,59.65,0.25,0.42,8628741,512719790.22,59.3102,64.8,47.8,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 100/- TO RS 1/-,19.03811614448214,-3.66602067183463,59.4,7.947530864197529,-24.790794979079504,https://nsearchives.nseindia.com/today/GOLDBEESEQN.svg,19.01,14-Aug-2023,https://nsearchives.nseindia.com/365d/GOLDBEES-EQ.svg,15-Jul-2024,-3.73,https://nsearchives.nseindia.com/30d/GOLDBEES-EQ.svg,"{'symbol': 'GOLDBEES', 'companyName': 'NIPPON INDIA ETF GOLD BEES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB17I5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NV20BEES,Nifty50 Value20 TRI,159.25,159.25,155.01,156.71,0.63,0.40,11222,1757701.86,155.8837,166.15,111.6,-,-,37.779145419377535,-0.4130655821047316,156.08,5.681613000300931,-40.421146953405035,https://nsearchives.nseindia.com/today/NV20BEESEQN.svg,37.87,14-Aug-2023,https://nsearchives.nseindia.com/365d/NV20BEES-EQ.svg,15-Jul-2024,-0.45,https://nsearchives.nseindia.com/30d/NV20BEES-EQ.svg,"{'symbol': 'NV20BEES', 'companyName': 'Nippon India ETF Nifty 50 Value 20', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB18I3', 'slb_isin': 'INF204KB18I3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
